country,income_cat,n,c,axfin,gamma_SP,k,fa,v,shew
Albania,nonpoor,0.8,11846.409320548315,0.09645449,1.0955818030404623,64458.16635605338,0.02203172298367265,0.35149999999999987,0.0
Albania,poor,0.2,4600.799670295232,0.04461803,0.6176727878381505,22750.4567251427,0.02115242925244807,0.6999999999999998,0.0
Angola,nonpoor,0.8,8200.408532333118,0.2220807,1.1599876990237534,19007.154917817785,0.0028026684524717835,0.6,0.0
Angola,poor,0.2,1883.3972012506645,0.040258800000000004,0.3600492039049865,4187.0155074258,0.012392222130892661,0.6999999999999997,0.0
Argentina,nonpoor,0.8,21535.06804906542,0.06069045,1.169831917355596,80135.63792991228,0.008505279767317438,0.3972539125,0.8000000000000004
Argentina,poor,0.2,4295.709112149532,0.01099222,0.3206723305776162,14965.309783776736,0.008924634847277412,0.6999999999999998,0.8000000000000004
Armenia,nonpoor,0.8,9036.781365383566,0.02506004,1.029386623944267,25987.899238097194,0.05294395991965164,0.2375,0.4000000000000002
Armenia,poor,0.2,3349.2965899673354,0.0044171390000000005,0.8824535042229322,3757.382906739202,0.052778042589500584,0.2999999999999999,0.4000000000000002
Australia,nonpoor,0.8,50699.33845647778,0.702807,0.9258855604795541,192356.06542429831,0.005447117855877685,0.5385999999999999,1.0
Australia,poor,0.2,15475.54879588537,0.4856016,1.296457758081783,28349.843768898772,0.005865486054315631,0.6999999999999998,1.0
Austria,nonpoor,0.8,50597.34397342101,0.6850328,1.1292870052174837,220997.13974946376,0.02389228714140234,0.2394999999999999,1.0
Austria,poor,0.2,17074.271789772956,0.48613950000000006,0.4828519791300656,60841.16256771449,0.025709568025332096,0.5700000000000001,1.0
Azerbaijan,nonpoor,0.8,18079.0198208403,0.06077156,0.9309885131276122,33676.00449293691,0.025230222610601465,0.2375,0.0
Azerbaijan,poor,0.2,11160.867828910765,0.04266026,1.276045947489551,4837.903151149598,0.02559807632353588,0.2999999999999999,0.0
Bangladesh,nonpoor,0.8,3572.1509871143226,0.09956344,1.1992378377990778,12225.091004685682,0.06404945642789082,0.41553519761222835,0.8000000000000004
Bangladesh,poor,0.2,1394.2013950366077,0.03864263,0.20304864880368934,5232.611981471309,0.0639165757499715,0.6999999999999998,0.8000000000000004
Belarus,nonpoor,0.8,18771.37963656125,0.1958292,1.0438873482993427,51208.128722381385,0.01601289261495226,0.29499999999999993,0.8000000000000004
Belarus,poor,0.2,8019.648632775478,0.07855246,0.8244506068026293,10218.182623532703,0.016842235107340266,0.6999999999999998,0.8000000000000004
Belgium,nonpoor,0.8,46990.318390474225,0.6023575,1.0845020116713397,224922.2984430591,0.007002980548414408,0.26999999999999996,0.0
Belgium,poor,0.2,17730.643227222055,0.4867135,0.6619919533146407,49549.240761675836,0.00730753281119943,0.46000000000000013,0.0
Benin,nonpoor,0.8,2331.607067163935,0.09291302,1.2008783009726112,7047.471580634899,0.00862604229242318,0.6734349004145419,0.4000000000000002
Benin,poor,0.2,601.640997530911,0.0402082,0.19648679610955488,1872.0952123946763,0.019286521276210243,0.6999999999999997,0.4000000000000002
Bhutan,nonpoor,0.8,8858.445293211525,0.2584666,1.1386787160527305,47755.90875257635,0.03404052642664834,0.673890576643806,0.6000000000000001
Bhutan,poor,0.2,2573.06337595375,0.1739075,0.44528513578907825,13781.774115029571,0.03181318399455215,0.6999999999999997,0.6000000000000001
Bolivia,nonpoor,0.8,7817.838929820955,0.3135603,1.1235231628493796,18739.896968080015,0.02027072532404805,0.38885421167860285,0.6000000000000001
Bolivia,poor,0.2,1107.3517970589216,0.1129292,0.5059073486024818,1797.364228827264,0.02092124273509289,0.6999999999999998,0.6000000000000001
Bosnia and Herzegovina,nonpoor,0.8,11592.24734112992,0.1112821,1.0933950733276585,36084.70655057602,0.0177279386511211,0.4420310714249999,0.0
Bosnia and Herzegovina,poor,0.2,3748.811505043312,0.05371241,0.6264197066893652,10378.104881999248,0.017992683639605933,0.6999999999999998,0.0
Botswana,nonpoor,0.8,18067.304899626793,0.34586680000000003,1.0818427272788094,64618.48684883635,0.005300133846321197,0.6416008539893611,0.8000000000000004
Botswana,poor,0.2,2112.439107243314,0.14749939999999995,0.6726290908847631,6061.821449046114,0.0055929628899327325,0.6999999999999997,0.8000000000000004
Brazil,nonpoor,0.8,17476.01922125173,0.16760809999999998,1.2148774389925316,65725.7307793463,0.002473760007038709,0.6506628849962744,0.2000000000000001
Brazil,poor,0.2,2370.6097206660743,0.057491410000000014,0.14049024402987315,9241.231389558468,0.002746503498381999,0.6999999999999997,0.2000000000000001
Bulgaria,nonpoor,0.8,19889.867833355496,0.199541,1.1285467063562038,63255.79134479322,0.008910568007162879,0.3857760364,0.8000000000000004
Bulgaria,poor,0.2,5222.573992049013,0.05927353,0.48581317457518425,9396.19339126004,0.00846215889804202,0.6999999999999998,0.8000000000000004
Burkina Faso,nonpoor,0.8,1821.1249330225487,0.10908389999999997,1.119039899811517,4573.323034750431,0.0035710298028397264,0.6734349004145419,0.6000000000000001
Burkina Faso,poor,0.2,523.1098414255553,0.05447056,0.5238404007539315,953.1496421058182,0.0023253217320816826,0.6999999999999997,0.6000000000000001
Burundi,nonpoor,0.8,788.6092706622914,0.053788730000000014,1.1270116711064198,1705.190220774889,0.026646847330180252,0.4424472127146907,0.6000000000000001
Burundi,poor,0.2,308.9325733117101,0.01814623,0.4919533155743212,659.8533923630198,0.027220985488363224,0.6999999999999998,0.6000000000000001
Cambodia,nonpoor,0.8,3726.927743392441,0.04235721,1.1217307141112884,8118.532278840591,0.0902085136274304,0.20385327749999993,0.0
Cambodia,poor,0.2,1483.3950996240392,0.02697189,0.5130771435548458,3213.4479619194785,0.06369100118435747,0.6999999999999998,0.0
Cameroon,nonpoor,0.8,3459.30695107295,0.1220212,0.9536024940924107,8301.490584152769,0.019584404292563015,0.3,0.8000000000000004
Cameroon,poor,0.2,856.6532664226526,0.01092981,1.1855900236303567,1801.34213122025,0.027638791619492308,0.6343680960785822,0.8000000000000004
Canada,nonpoor,0.8,49807.03568239613,0.6994052,0.9297384779910901,154735.64042646368,0.010422139594524725,0.27848915166168753,0.8000000000000004
Canada,poor,0.2,15226.262792034982,0.5176056,1.2810460880356396,20296.48806434987,0.011374945308297713,0.3927198494711082,0.8000000000000004
Central African Republic,nonpoor,0.8,679.3399320912491,0.03726327,1.1964398916301837,2158.514912859459,0.009920381922628493,0.6348205552960912,0.0
Central African Republic,poor,0.2,93.60512977609847,0.0062126659999999995,0.21424043347926555,296.90122201956325,0.011780223847718771,0.7000000000000002,0.0
Chad,nonpoor,0.8,2430.2849764036205,0.05942366000000001,1.25,3215.349794816932,0.008042404896843257,0.6734349004145419,0.0
Chad,poor,0.2,496.5812480690181,0.026735900000000003,0.0,704.3305911082746,0.008929117263491637,0.6999999999999997,0.0
Chile,nonpoor,0.8,26399.721150117806,0.1811644,1.1425402296171172,76547.05419029287,0.09257214206374757,0.11529374999999999,0.8000000000000004
Chile,poor,0.2,5126.589448465783,0.1033565,0.42983908153153044,12543.362969143398,0.09402968141426582,0.313141,0.8000000000000004
China,nonpoor,0.8,15968.093126647918,0.4840392,1.1166298251390272,70421.42828882164,0.016054112512086834,0.5370080662500001,0.8000000000000004
China,poor,0.2,3128.9623372053193,0.305054,0.5334806994438908,10620.338861599696,0.016395902716225173,0.6999999999999997,0.8000000000000004
Colombia,nonpoor,0.8,15691.330098830724,0.1673623,1.1919535948235338,56157.581057214,0.06741171063044626,0.2226012,0.8000000000000004
Colombia,poor,0.2,2175.51808923261,0.05714529,0.232185620705864,7484.23387529142,0.07311368237959108,0.5302351999999999,0.8000000000000004
Comoros,nonpoor,0.8,1636.105244893252,0.1475529,1.1828526502460572,8268.174700666244,0.012517117152445958,0.4424472127146907,0.5999999999999998
Comoros,poor,0.2,273.39439658389165,0.03531137,0.2685893990157707,1367.891753392608,0.012773140812703586,0.6999999999999998,0.5999999999999998
"Congo, Dem. Rep.",nonpoor,0.8,869.9272841997805,0.06591558,1.2192951397127902,3666.117827533605,0.01723727696983638,0.6,0.4000000000000002
"Congo, Dem. Rep.",poor,0.2,203.6920877156679,0.02017935,0.12281944114883853,873.6344355272961,0.03300685264310964,0.6999999999999997,0.4000000000000002
"Congo, Rep.",nonpoor,0.8,7067.4257942168915,0.13450479999999998,1.1638607885896377,19000.75251294327,0.043007217586005175,0.3,0.0
"Congo, Rep.",poor,0.2,1696.0623275500363,0.04429218,0.3445568456414491,4387.305859234667,0.04770039785791024,0.6343680960785822,0.0
Costa Rica,nonpoor,0.8,17344.436014266405,0.29628730000000003,1.1710285218317222,36157.384530935175,0.023926759142576807,0.32104216733095076,1.0
Costa Rica,poor,0.2,2981.1880007833784,0.16048690000000002,0.31588591267311067,5524.890847786997,0.023926759142576807,0.6999999999999998,1.0
Cote d'Ivoire,nonpoor,0.8,3902.337067962311,0.1283048,1.1742504036022057,6782.459464256264,0.007246347035372148,0.6734349004145419,0.4000000000000002
Cote d'Ivoire,poor,0.2,840.5919450853582,0.028859220000000005,0.3029983855911768,1430.2543494449403,0.007079467477044419,0.6999999999999997,0.4000000000000002
Croatia,nonpoor,0.8,23752.420272528096,0.292387,1.0844567876096263,105866.79590859992,0.013885395167124809,0.44120128109999995,0.8000000000000004
Croatia,poor,0.2,7140.282451563116,0.2455249,0.662172849561495,19656.486101408744,0.01443237947075636,0.6999999999999998,0.8000000000000004
Cyprus,nonpoor,0.8,34859.868759012585,0.2639375,1.1112356189521473,175869.81588892965,0.026054211278224448,0.10000000000000002,0.0
Cyprus,poor,0.2,12108.69911464017,0.15590479999999998,0.5550575241914102,47697.14077262427,0.026058895138967097,0.4646689476190476,0.0
Czech Republic,nonpoor,0.8,33698.654378077634,0.42273649999999996,1.141357091622618,139454.88828146274,0.008947674882282375,0.4135,1.0
Czech Republic,poor,0.2,14232.046404008463,0.3099159,0.4345716335095277,63643.2016231275,0.009766602865611899,0.6999999999999998,1.0
Denmark,nonpoor,0.8,49667.02245308415,0.6937743000000001,1.0616657533330605,225402.64278993724,0.0004069682019124234,0.25,0.8000000000000004
Denmark,poor,0.2,18408.0572728214,0.5787514,0.7533369866677581,41763.728872321684,0.000451838329952115,0.2999999999999999,0.8000000000000004
Djibouti,nonpoor,0.8,3733.5230439904512,0.04367659,1.0880240335652143,14461.94014619936,0.02448982395752753,0.2919383715793353,0.6000000000000001
Djibouti,poor,0.2,666.1294640275452,0.01797438,0.6479038657391424,2015.2640149441415,0.024542181213552536,0.6224866506129807,0.6000000000000001
Dominican Republic,nonpoor,0.8,15894.407181335184,0.3398572,1.1415447283105238,42376.63018316784,0.1023517081615857,0.2999999999999999,0.8000000000000004
Dominican Republic,poor,0.2,3296.9150059527697,0.16015629999999995,0.4338210867579037,7808.799343485033,0.10149378012917165,0.3489973692170465,0.8000000000000004
Ecuador,nonpoor,0.8,12786.095147651336,0.17610920000000002,1.1658771355425919,49920.71779301604,0.023767698440571795,0.6764212741773349,0.6000000000000001
Ecuador,poor,0.2,2443.612484211655,0.09100455,0.3364914578296327,8447.281811274659,0.02530575712311906,0.6999999999999997,0.6000000000000001
"Egypt, Arab Rep.",nonpoor,0.8,11627.296008267676,0.054469970000000006,1.1514730056066735,23548.03187680825,0.008544118870165152,0.5499999999999999,0.6000000000000001
"Egypt, Arab Rep.",poor,0.2,4740.605535051284,0.02068763,0.39410797757330535,9809.581196752553,0.014437462861159756,0.6999999999999998,0.6000000000000001
El Salvador,nonpoor,0.8,9560.855160156234,0.2072156,1.1905285385270732,71079.68470423984,0.02155835888102637,0.43999999999999995,0.6000000000000001
El Salvador,poor,0.2,2234.374279596207,0.0411891,0.23788584589170722,17206.267704762864,0.022226720884976604,0.6999999999999998,0.6000000000000001
Estonia,nonpoor,0.8,31248.508905016934,0.3648965,1.1213119782318737,113700.91740840286,0.0181381455547495,0.12597759214313936,0.0
Estonia,poor,0.2,9654.284556672257,0.2434072,0.5147520870725052,25979.490773008118,0.018818887067077926,0.4342145961505898,0.0
Ethiopia,nonpoor,0.8,1758.8041397692857,0.1639884,1.1216336435640504,4663.940743360141,0.011623976017532567,0.2919383715793353,0.8000000000000004
Ethiopia,poor,0.2,614.2523536956558,0.09488185000000003,0.5134654257437985,1574.7101273523533,0.007644569457912189,0.6224866506129807,0.8000000000000004
France,nonpoor,0.8,42994.80843600399,0.5990517,1.124433146253313,195353.11200011123,0.018163205805471053,0.2394999999999999,1.0
France,poor,0.2,14549.219340600044,0.4053758,0.5022674149867479,53356.57328247081,0.01975312148921471,0.5700000000000001,1.0
Gabon,nonpoor,0.8,22169.855735809735,0.24289940000000002,1.1236999143178141,67640.93666182974,0.026525209810451512,0.3269905140632944,0.2000000000000001
Gabon,poor,0.2,5480.083261092064,0.08577912,0.5052003427287436,14843.875922977171,0.05491358013113695,0.6999999999999998,0.2000000000000001
Georgia,nonpoor,0.8,10746.645918586457,0.008063393,1.1283039992808772,31276.637209441596,0.06767470575542164,0.201292325,0.6000000000000001
Georgia,poor,0.2,2559.701210530023,0.01164885,0.4867840028764913,273.72806590895516,0.06844805616910485,0.5390769999999999,0.6000000000000001
Germany,nonpoor,0.8,50457.282900173435,0.6140809,1.0837380911993768,191586.44430319904,0.011014545833676982,0.24072669375,0.8000000000000004
Germany,poor,0.2,18436.20900903423,0.5265064,0.6650476352024923,40435.413940964085,0.0117934603197859,0.2999999999999999,0.8000000000000004
Ghana,nonpoor,0.8,4682.577458555625,0.2321198,1.0123396885620999,11826.389061871845,0.00423121815361036,0.6973988599523725,0.8000000000000004
Ghana,poor,0.2,1035.741067236449,0.1174127,0.9506412457516,1148.3643483644419,0.0050670750911391465,0.6999999999999997,0.8000000000000004
Greece,nonpoor,0.8,29063.489694165055,0.16323,1.1955833087292675,121242.65687013531,0.06960621024092684,0.14181598750000002,1.0
Greece,poor,0.2,6831.227858236783,0.0654293,0.2176667650829293,34832.898066546186,0.06975861919475454,0.44601325999999997,1.0
Guatemala,nonpoor,0.8,8715.326002838814,0.2047981,1.1131708892063183,13499.140577840733,0.06485667304236178,0.09999999999999998,0.4000000000000002
Guatemala,poor,0.2,1403.4458184119924,0.06985804,0.5473164431747259,2005.3441492783859,0.07092987940001448,0.5837106449697208,0.4000000000000002
Guinea,nonpoor,0.8,1312.0547083917015,0.044386400000000006,1.2251316483513304,3719.530593705743,0.009061193421441651,0.6849999999999998,0.6000000000000001
Guinea,poor,0.2,429.2139158563939,0.0054247290000000005,0.09947340659467711,1293.6980844480938,0.01102778394833338,0.6999999999999997,0.6000000000000001
Honduras,nonpoor,0.8,5795.935782293967,0.1964441,1.1779821244287851,16011.297353864113,0.056620040452726596,0.391375828971834,0.4000000000000002
Honduras,poor,0.2,741.688376681581,0.06635397999999999,0.28807150228485867,1757.6495683326207,0.058350499093868094,0.6999999999999998,0.4000000000000002
Hungary,nonpoor,0.8,28206.848394712128,0.2304348,1.0899740897623416,136133.11030558957,0.03538752733196526,0.43510499999999996,1.0
Hungary,poor,0.2,9545.050649837509,0.1423596,0.640103640950634,8514.829468884118,0.04366892061463108,0.6999999999999998,1.0
India,nonpoor,0.8,6575.332786893898,0.1883363,1.0763536443122592,14651.72406677894,0.005323849024313962,0.52231544875,0.8000000000000004
India,poor,0.2,2349.3563770165556,0.07480032,0.694585422750963,4705.319777072395,0.00568880252805889,0.6999999999999998,0.8000000000000004
Indonesia,nonpoor,0.8,11991.153941651106,0.3511817,1.074307632268649,39071.01946255039,0.022885563085345152,0.19760155000000001,0.8000000000000004
Indonesia,poor,0.2,3962.0008476690673,0.1379658,0.7027694709254048,11233.66375876134,0.02251369818799375,0.3,0.8000000000000004
"Iran, Islamic Rep.",nonpoor,0.8,19228.619871024126,0.2603003,1.0819960046775345,61162.483519390924,0.015577592796924888,0.27298385870631203,0.4000000000000002
"Iran, Islamic Rep.",poor,0.2,5620.641756483498,0.1516682,0.6720159812898618,14898.408431445785,0.01603422281168369,0.6999999999999998,0.4000000000000002
Iraq,nonpoor,0.8,15980.262117371063,0.03651581,1.1249677718440037,27405.538359246544,0.018059279857980958,0.6,0.6000000000000001
Iraq,poor,0.2,6167.820466353744,0.0331376,0.5001289126239853,10374.032717812172,0.021624989229098328,0.6999999999999997,0.6000000000000001
Ireland,nonpoor,0.8,59859.23967620629,0.5566726999999999,1.0999612632122073,201470.63239563128,0.009790828081736707,0.2663043624999999,0.0
Ireland,poor,0.2,20059.040758516298,0.4005193,0.6001549471511698,27838.085748740283,0.010808809176373668,0.3000000000000001,0.0
Israel,nonpoor,0.8,37763.34414294308,0.6097891,1.0960112549559382,107188.98652582121,0.006769272982152498,0.5499999999999999,0.0
Israel,poor,0.2,7300.095041365662,0.4204639,0.6159549801762471,12982.03314519372,0.006776535765747008,0.6999999999999998,0.0
Italy,nonpoor,0.8,39368.30611934607,0.4406689,1.168860482880991,192784.80668567042,0.01529560736757064,0.2394999999999999,1.0
Italy,poor,0.2,10462.388701014228,0.2017134,0.3245580684760357,49612.43422153326,0.015567610656607198,0.5700000000000001,1.0
Jamaica,nonpoor,0.8,10098.21325838262,0.3520919,1.1355691521456226,26700.784401149194,0.12206492608934034,0.391375828971834,0.8000000000000004
Jamaica,poor,0.2,2251.628631936665,0.21472039999999998,0.45772339141751023,5121.958561180093,0.1236253125005345,0.6999999999999998,0.8000000000000004
Japan,nonpoor,0.8,41456.82419707608,0.6250876999999999,0.998137097978925,204264.9264828309,0.03167388265305335,0.20493824999999996,0.8000000000000004
Japan,poor,0.2,13193.859196046667,0.5732915,1.0074516080843,33629.32997679465,0.032809892770540715,0.3,0.8000000000000004
Jordan,nonpoor,0.8,11751.294714176998,0.05062747,1.1271200359591806,67184.52126573827,0.007327528834517647,0.5499999999999999,0.6000000000000001
Jordan,poor,0.2,4193.142520819502,0.01797048,0.49151985616327726,22620.48672747754,0.007359129713426127,0.6999999999999998,0.6000000000000001
Kazakhstan,nonpoor,0.8,27412.172503711783,0.1153157,1.0832643304578011,83084.44563662511,0.028145730870563452,0.12597759214313936,0.8000000000000004
Kazakhstan,poor,0.2,12115.540984427864,0.026057160000000003,0.6669426781687943,36007.65947007866,0.03061696173955507,0.43421459615058977,0.8000000000000004
Kenya,nonpoor,0.8,3456.556919567481,0.4164474000000001,1.204817190439214,7459.824753539066,0.005854354251522817,0.6,0.4000000000000002
Kenya,poor,0.2,678.8370282658753,0.13334829999999998,0.1807312382431439,1491.8227855369903,0.009579586984956036,0.6999999999999997,0.4000000000000002
